Label_Lexi,Region_Lexi,Label_Delin,Net_Delin,Label_Yeo,ROI_Yeo,R,A,S,Label_ggseg,region_ggseg,ROI_Data,,,,,Label_Lab
253,Schaefer2018_17Networks_RH_SomMotB_S2_11,4,SomMotB,254,17Networks_RH_SomMotB_S2_7,48,-22,18,rh_17Networks_RH_SomMotB_S2_7,SomMotB_S2_7,X17Networks_RH_SomMotB_S2_7,,,,254,Schaefer2018_17Networks_RH_SomMotB_S2_11
254,Schaefer2018_17Networks_RH_SomMotB_S2_12,4,SomMotB,255,17Networks_RH_SomMotB_S2_8,62,-12,16,rh_17Networks_RH_SomMotB_S2_8,SomMotB_S2_8,X17Networks_RH_SomMotB_S2_8,,,,255,Schaefer2018_17Networks_RH_SomMotB_S2_12
255,Schaefer2018_17Networks_RH_SomMotB_S2_13,4,SomMotB,256,17Networks_RH_SomMotB_Cent_1,60,6,30,rh_17Networks_RH_SomMotB_Cent_1,SomMotB_Cent_1,X17Networks_RH_SomMotB_Cent_1,,,,256,Schaefer2018_17Networks_RH_SomMotB_S2_13
256,Schaefer2018_17Networks_RH_SomMotB_S2_14,4,SomMotB,257,17Networks_RH_SomMotB_Cent_2,60,-6,26,rh_17Networks_RH_SomMotB_Cent_2,SomMotB_Cent_2,X17Networks_RH_SomMotB_Cent_2,,,,257,Schaefer2018_17Networks_RH_SomMotB_S2_14
257,Schaefer2018_17Networks_RH_SomMotB_S2_15,4,SomMotB,258,17Networks_RH_SomMotB_Cent_3,52,-6,38,rh_17Networks_RH_SomMotB_Cent_3,SomMotB_Cent_3,X17Networks_RH_SomMotB_Cent_3,,,,258,Schaefer2018_17Networks_RH_SomMotB_S2_15
258,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_1,4,DorsAttnA,259,17Networks_RH_DorsAttnA_TempOcc_1,34,-36,-24,rh_17Networks_RH_DorsAttnA_TempOcc_1,DorsAttnA_TempOcc_1,X17Networks_RH_DorsAttnA_TempOcc_1,,,,259,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_1
259,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_2,5,DorsAttnA,260,17Networks_RH_DorsAttnA_TempOcc_2,50,-50,-18,rh_17Networks_RH_DorsAttnA_TempOcc_2,DorsAttnA_TempOcc_2,X17Networks_RH_DorsAttnA_TempOcc_2,,,,260,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_2
260,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_3,5,DorsAttnA,261,17Networks_RH_DorsAttnA_TempOcc_3,50,-64,-10,rh_17Networks_RH_DorsAttnA_TempOcc_3,DorsAttnA_TempOcc_3,X17Networks_RH_DorsAttnA_TempOcc_3,,,,261,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_3
261,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_4,5,DorsAttnA,262,17Networks_RH_DorsAttnA_ParOcc_1,48,-66,4,rh_17Networks_RH_DorsAttnA_ParOcc_1,DorsAttnA_ParOcc_1,X17Networks_RH_DorsAttnA_ParOcc_1,,,,262,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_4
262,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_5,5,DorsAttnA,263,17Networks_RH_DorsAttnA_ParOcc_2,54,-56,12,rh_17Networks_RH_DorsAttnA_ParOcc_2,DorsAttnA_ParOcc_2,X17Networks_RH_DorsAttnA_ParOcc_2,,,,263,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_5
263,Schaefer2018_17Networks_RH_DorsAttnA_SPL_1,5,DorsAttnA,264,17Networks_RH_DorsAttnA_ParOcc_3,36,-78,24,rh_17Networks_RH_DorsAttnA_ParOcc_3,DorsAttnA_ParOcc_3,X17Networks_RH_DorsAttnA_ParOcc_3,,,,264,Schaefer2018_17Networks_RH_DorsAttnA_SPL_1
264,Schaefer2018_17Networks_RH_DorsAttnA_SPL_2,5,DorsAttnA,265,17Networks_RH_DorsAttnA_SPL_1,30,-78,36,rh_17Networks_RH_DorsAttnA_SPL_1,DorsAttnA_SPL_1,X17Networks_RH_DorsAttnA_SPL_1,,,,265,Schaefer2018_17Networks_RH_DorsAttnA_SPL_2
265,Schaefer2018_17Networks_RH_DorsAttnA_SPL_3,5,DorsAttnA,266,17Networks_RH_DorsAttnA_SPL_2,32,-66,36,rh_17Networks_RH_DorsAttnA_SPL_2,DorsAttnA_SPL_2,X17Networks_RH_DorsAttnA_SPL_2,,,,266,Schaefer2018_17Networks_RH_DorsAttnA_SPL_3
266,Schaefer2018_17Networks_RH_DorsAttnA_SPL_4,5,DorsAttnA,267,17Networks_RH_DorsAttnA_SPL_3,18,-78,50,rh_17Networks_RH_DorsAttnA_SPL_3,DorsAttnA_SPL_3,X17Networks_RH_DorsAttnA_SPL_3,,,,267,Schaefer2018_17Networks_RH_DorsAttnA_SPL_4
267,Schaefer2018_17Networks_RH_DorsAttnA_SPL_5,5,DorsAttnA,268,17Networks_RH_DorsAttnA_SPL_4,30,-64,52,rh_17Networks_RH_DorsAttnA_SPL_4,DorsAttnA_SPL_4,X17Networks_RH_DorsAttnA_SPL_4,,,,268,Schaefer2018_17Networks_RH_DorsAttnA_SPL_5
268,Schaefer2018_17Networks_RH_DorsAttnA_SPL_6,5,DorsAttnA,269,17Networks_RH_DorsAttnA_SPL_5,20,-68,52,rh_17Networks_RH_DorsAttnA_SPL_5,DorsAttnA_SPL_5,X17Networks_RH_DorsAttnA_SPL_5,,,,269,Schaefer2018_17Networks_RH_DorsAttnA_SPL_6
269,Schaefer2018_17Networks_RH_DorsAttnA_SPL_7,5,DorsAttnA,270,17Networks_RH_DorsAttnA_SPL_6,34,-50,54,rh_17Networks_RH_DorsAttnA_SPL_6,DorsAttnA_SPL_6,X17Networks_RH_DorsAttnA_SPL_6,,,,270,Schaefer2018_17Networks_RH_DorsAttnA_SPL_7
270,Schaefer2018_17Networks_RH_DorsAttnA_SPL_8,5,DorsAttnA,271,17Networks_RH_DorsAttnA_SPL_7,26,-58,60,rh_17Networks_RH_DorsAttnA_SPL_7,DorsAttnA_SPL_7,X17Networks_RH_DorsAttnA_SPL_7,,,,271,Schaefer2018_17Networks_RH_DorsAttnA_SPL_8
271,Schaefer2018_17Networks_RH_DorsAttnA_SPL_9,5,DorsAttnA,272,17Networks_RH_DorsAttnA_SPL_8,14,-64,64,rh_17Networks_RH_DorsAttnA_SPL_8,DorsAttnA_SPL_8,X17Networks_RH_DorsAttnA_SPL_8,,,,272,Schaefer2018_17Networks_RH_DorsAttnA_SPL_9
272,Schaefer2018_17Networks_RH_DorsAttnB_TempOcc_1,6,DorsAttnB,273,17Networks_RH_DorsAttnB_TempOcc_1,60,-54,-2,rh_17Networks_RH_DorsAttnB_TempOcc_1,DorsAttnB_TempOcc_1,X17Networks_RH_DorsAttnB_TempOcc_1,,,,273,Schaefer2018_17Networks_RH_DorsAttnB_TempOcc_1
273,Schaefer2018_17Networks_RH_DorsAttnB_PostC_1,6,DorsAttnB,274,17Networks_RH_DorsAttnB_PostC_1,62,-14,30,rh_17Networks_RH_DorsAttnB_PostC_1,DorsAttnB_PostC_1,X17Networks_RH_DorsAttnB_PostC_1,,,,274,Schaefer2018_17Networks_RH_DorsAttnB_PostC_1
274,Schaefer2018_17Networks_RH_DorsAttnB_PostC_2,6,DorsAttnB,275,17Networks_RH_DorsAttnB_PostC_2,58,-22,44,rh_17Networks_RH_DorsAttnB_PostC_2,DorsAttnB_PostC_2,X17Networks_RH_DorsAttnB_PostC_2,,,,275,Schaefer2018_17Networks_RH_DorsAttnB_PostC_2
275,Schaefer2018_17Networks_RH_DorsAttnB_PostC_3,6,DorsAttnB,276,17Networks_RH_DorsAttnB_PostC_3,44,-38,50,rh_17Networks_RH_DorsAttnB_PostC_3,DorsAttnB_PostC_3,X17Networks_RH_DorsAttnB_PostC_3,,,,276,Schaefer2018_17Networks_RH_DorsAttnB_PostC_3
276,Schaefer2018_17Networks_RH_DorsAttnB_PostC_4,6,DorsAttnB,277,17Networks_RH_DorsAttnB_PostC_4,46,-28,42,rh_17Networks_RH_DorsAttnB_PostC_4,DorsAttnB_PostC_4,X17Networks_RH_DorsAttnB_PostC_4,,,,277,Schaefer2018_17Networks_RH_DorsAttnB_PostC_4
277,Schaefer2018_17Networks_RH_DorsAttnB_PostC_5,6,DorsAttnB,278,17Networks_RH_DorsAttnB_PostC_5,36,-36,52,rh_17Networks_RH_DorsAttnB_PostC_5,DorsAttnB_PostC_5,X17Networks_RH_DorsAttnB_PostC_5,,,,278,Schaefer2018_17Networks_RH_DorsAttnB_PostC_5
278,Schaefer2018_17Networks_RH_DorsAttnB_PostC_6,6,DorsAttnB,279,17Networks_RH_DorsAttnB_PostC_6,8,-54,60,rh_17Networks_RH_DorsAttnB_PostC_6,DorsAttnB_PostC_6,X17Networks_RH_DorsAttnB_PostC_6,,,,279,Schaefer2018_17Networks_RH_DorsAttnB_PostC_6
279,Schaefer2018_17Networks_RH_DorsAttnB_PostC_7,6,DorsAttnB,280,17Networks_RH_DorsAttnB_PostC_7,24,-50,68,rh_17Networks_RH_DorsAttnB_PostC_7,DorsAttnB_PostC_7,X17Networks_RH_DorsAttnB_PostC_7,,,,280,Schaefer2018_17Networks_RH_DorsAttnB_PostC_7
280,Schaefer2018_17Networks_RH_DorsAttnB_PostC_8,6,DorsAttnB,281,17Networks_RH_DorsAttnB_PostC_8,16,-46,74,rh_17Networks_RH_DorsAttnB_PostC_8,DorsAttnB_PostC_8,X17Networks_RH_DorsAttnB_PostC_8,,,,281,Schaefer2018_17Networks_RH_DorsAttnB_PostC_8
281,Schaefer2018_17Networks_RH_DorsAttnB_FEF_1,6,DorsAttnB,282,17Networks_RH_DorsAttnB_FEF_1,40,-4,52,rh_17Networks_RH_DorsAttnB_FEF_1,DorsAttnB_FEF_1,X17Networks_RH_DorsAttnB_FEF_1,,,,282,Schaefer2018_17Networks_RH_DorsAttnB_FEF_1
282,Schaefer2018_17Networks_RH_DorsAttnB_FEF_2,6,DorsAttnB,283,17Networks_RH_DorsAttnB_FEF_2,28,-4,52,rh_17Networks_RH_DorsAttnB_FEF_2,DorsAttnB_FEF_2,X17Networks_RH_DorsAttnB_FEF_2,,,,283,Schaefer2018_17Networks_RH_DorsAttnB_FEF_2
283,Schaefer2018_17Networks_RH_DorsAttnB_FEF_3,6,DorsAttnB,284,17Networks_RH_DorsAttnB_FEF_3,24,-2,64,rh_17Networks_RH_DorsAttnB_FEF_3,DorsAttnB_FEF_3,X17Networks_RH_DorsAttnB_FEF_3,,,,284,Schaefer2018_17Networks_RH_DorsAttnB_FEF_3
284,Schaefer2018_17Networks_RH_SalVentAttnA_ParOper_1,6,SalVentAttnA,285,17Networks_RH_SalVentAttnA_ParOper_1,58,-32,24,rh_17Networks_RH_SalVentAttnA_ParOper_1,SalVentAttnA_ParOper_1,X17Networks_RH_SalVentAttnA_ParOper_1,,,,285,Schaefer2018_17Networks_RH_SalVentAttnA_ParOper_1
285,Schaefer2018_17Networks_RH_SalVentAttnA_ParOper_2,7,SalVentAttnA,286,17Networks_RH_SalVentAttnA_ParOper_2,60,-22,22,rh_17Networks_RH_SalVentAttnA_ParOper_2,SalVentAttnA_ParOper_2,X17Networks_RH_SalVentAttnA_ParOper_2,,,,286,Schaefer2018_17Networks_RH_SalVentAttnA_ParOper_2
286,Schaefer2018_17Networks_RH_SalVentAttnA_ParOper_3,7,SalVentAttnA,287,17Networks_RH_SalVentAttnA_ParOper_3,62,-26,38,rh_17Networks_RH_SalVentAttnA_ParOper_3,SalVentAttnA_ParOper_3,X17Networks_RH_SalVentAttnA_ParOper_3,,,,287,Schaefer2018_17Networks_RH_SalVentAttnA_ParOper_3
287,Schaefer2018_17Networks_RH_SalVentAttnA_PrC_1,7,SalVentAttnA,288,17Networks_RH_SalVentAttnA_PrC_1,52,4,40,rh_17Networks_RH_SalVentAttnA_PrC_1,SalVentAttnA_PrC_1,X17Networks_RH_SalVentAttnA_PrC_1,,,,288,Schaefer2018_17Networks_RH_SalVentAttnA_PrC_1
288,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_1,7,SalVentAttnA,289,17Networks_RH_SalVentAttnA_Ins_1,40,6,-16,rh_17Networks_RH_SalVentAttnA_Ins_1,SalVentAttnA_Ins_1,X17Networks_RH_SalVentAttnA_Ins_1,,,,289,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_1
289,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_2,7,SalVentAttnA,290,17Networks_RH_SalVentAttnA_Ins_2,40,8,-2,rh_17Networks_RH_SalVentAttnA_Ins_2,SalVentAttnA_Ins_2,X17Networks_RH_SalVentAttnA_Ins_2,,,,290,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_2
290,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_3,7,SalVentAttnA,291,17Networks_RH_SalVentAttnA_Ins_3,40,-10,-4,rh_17Networks_RH_SalVentAttnA_Ins_3,SalVentAttnA_Ins_3,X17Networks_RH_SalVentAttnA_Ins_3,,,,291,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_3
291,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_4,7,SalVentAttnA,292,17Networks_RH_SalVentAttnA_Ins_4,40,-2,6,rh_17Networks_RH_SalVentAttnA_Ins_4,SalVentAttnA_Ins_4,X17Networks_RH_SalVentAttnA_Ins_4,,,,292,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_4
292,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_5,7,SalVentAttnA,293,17Networks_RH_SalVentAttnA_FrOper_1,38,8,10,rh_17Networks_RH_SalVentAttnA_FrOper_1,SalVentAttnA_FrOper_1,X17Networks_RH_SalVentAttnA_FrOper_1,,,,293,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_5
293,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_6,7,SalVentAttnA,294,17Networks_RH_SalVentAttnA_FrOper_2,48,4,4,rh_17Networks_RH_SalVentAttnA_FrOper_2,SalVentAttnA_FrOper_2,X17Networks_RH_SalVentAttnA_FrOper_2,,,,294,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_6
294,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_7,7,SalVentAttnA,295,17Networks_RH_SalVentAttnA_FrOper_3,54,12,12,rh_17Networks_RH_SalVentAttnA_FrOper_3,SalVentAttnA_FrOper_3,X17Networks_RH_SalVentAttnA_FrOper_3,,,,295,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_7
295,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_1,7,SalVentAttnA,296,17Networks_RH_SalVentAttnA_FrMed_1,8,2,42,rh_17Networks_RH_SalVentAttnA_FrMed_1,SalVentAttnA_FrMed_1,X17Networks_RH_SalVentAttnA_FrMed_1,,,,296,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_1
296,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_2,7,SalVentAttnA,297,17Networks_RH_SalVentAttnA_ParMed_1,12,-18,42,rh_17Networks_RH_SalVentAttnA_ParMed_1,SalVentAttnA_ParMed_1,X17Networks_RH_SalVentAttnA_ParMed_1,,,,297,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_2
297,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_3,7,SalVentAttnA,298,17Networks_RH_SalVentAttnA_ParMed_2,12,-34,42,rh_17Networks_RH_SalVentAttnA_ParMed_2,SalVentAttnA_ParMed_2,X17Networks_RH_SalVentAttnA_ParMed_2,,,,298,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_3
298,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_4,7,SalVentAttnA,299,17Networks_RH_SalVentAttnA_FrMed_2,6,10,58,rh_17Networks_RH_SalVentAttnA_FrMed_2,SalVentAttnA_FrMed_2,X17Networks_RH_SalVentAttnA_FrMed_2,,,,299,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_4
299,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_5,7,SalVentAttnA,300,17Networks_RH_SalVentAttnA_ParMed_3,10,-44,54,rh_17Networks_RH_SalVentAttnA_ParMed_3,SalVentAttnA_ParMed_3,X17Networks_RH_SalVentAttnA_ParMed_3,,,,300,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_5
300,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_6,8,SalVentAttnA,301,17Networks_RH_SalVentAttnA_ParMed_4,10,-32,50,rh_17Networks_RH_SalVentAttnA_ParMed_4,SalVentAttnA_ParMed_4,X17Networks_RH_SalVentAttnA_ParMed_4,,,,301,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_6
301,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_7,8,SalVentAttnA,302,17Networks_RH_SalVentAttnA_FrMed_3,6,-2,66,rh_17Networks_RH_SalVentAttnA_FrMed_3,SalVentAttnA_FrMed_3,X17Networks_RH_SalVentAttnA_FrMed_3,,,,302,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_7
302,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_8,8,SalVentAttnA,303,17Networks_RH_SalVentAttnA_FrMed_4,16,6,70,rh_17Networks_RH_SalVentAttnA_FrMed_4,SalVentAttnA_FrMed_4,X17Networks_RH_SalVentAttnA_FrMed_4,,,,303,Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_8
303,Schaefer2018_17Networks_RH_SalVentAttnB_IPL_1,8,SalVentAttnB,304,17Networks_RH_SalVentAttnB_IPL_1,62,-38,36,rh_17Networks_RH_SalVentAttnB_IPL_1,SalVentAttnB_IPL_1,X17Networks_RH_SalVentAttnB_IPL_1,,,,304,Schaefer2018_17Networks_RH_SalVentAttnB_IPL_1
304,Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_1,8,SalVentAttnB,305,17Networks_RH_SalVentAttnB_PFClv_1,50,40,6,rh_17Networks_RH_SalVentAttnB_PFClv_1,SalVentAttnB_PFClv_1,X17Networks_RH_SalVentAttnB_PFClv_1,,,,305,Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_1
305,Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_2,8,SalVentAttnB,306,17Networks_RH_SalVentAttnB_PFCl_1,42,46,14,rh_17Networks_RH_SalVentAttnB_PFCl_1,SalVentAttnB_PFCl_1,X17Networks_RH_SalVentAttnB_PFCl_1,,,,306,Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_2
306,Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_3,8,SalVentAttnB,307,17Networks_RH_SalVentAttnB_PFCl_2,26,54,24,rh_17Networks_RH_SalVentAttnB_PFCl_2,SalVentAttnB_PFCl_2,X17Networks_RH_SalVentAttnB_PFCl_2,,,,307,Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_3
307,Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_4,8,SalVentAttnB,308,17Networks_RH_SalVentAttnB_PFCl_3,32,44,28,rh_17Networks_RH_SalVentAttnB_PFCl_3,SalVentAttnB_PFCl_3,X17Networks_RH_SalVentAttnB_PFCl_3,,,,308,Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_4
308,Schaefer2018_17Networks_RH_SalVentAttnB_PFCv_1,9,SalVentAttnB,309,17Networks_RH_SalVentAttnB_Ins_1,34,22,-8,rh_17Networks_RH_SalVentAttnB_Ins_1,SalVentAttnB_Ins_1,X17Networks_RH_SalVentAttnB_Ins_1,,,,309,Schaefer2018_17Networks_RH_SalVentAttnB_PFCv_1
309,Schaefer2018_17Networks_RH_SalVentAttnB_PFCv_2,9,SalVentAttnB,310,17Networks_RH_SalVentAttnB_Ins_2,36,22,4,rh_17Networks_RH_SalVentAttnB_Ins_2,SalVentAttnB_Ins_2,X17Networks_RH_SalVentAttnB_Ins_2,,,,310,Schaefer2018_17Networks_RH_SalVentAttnB_PFCv_2
310,Schaefer2018_17Networks_RH_SalVentAttnB_PFCmp_1,9,SalVentAttnB,311,17Networks_RH_SalVentAttnB_PFCmp_1,8,34,24,rh_17Networks_RH_SalVentAttnB_PFCmp_1,SalVentAttnB_PFCmp_1,X17Networks_RH_SalVentAttnB_PFCmp_1,,,,311,Schaefer2018_17Networks_RH_SalVentAttnB_PFCmp_1
311,Schaefer2018_17Networks_RH_SalVentAttnB_PFCmp_2,9,SalVentAttnB,312,17Networks_RH_SalVentAttnB_PFCmp_2,8,18,36,rh_17Networks_RH_SalVentAttnB_PFCmp_2,SalVentAttnB_PFCmp_2,X17Networks_RH_SalVentAttnB_PFCmp_2,,,,312,Schaefer2018_17Networks_RH_SalVentAttnB_PFCmp_2
312,Schaefer2018_17Networks_RH_Limbic_OFC_1,9,LimbicB,313,17Networks_RH_LimbicB_OFC_1,14,24,-20,rh_17Networks_RH_LimbicB_OFC_1,LimbicB_OFC_1,X17Networks_RH_LimbicB_OFC_1,,,,313,Schaefer2018_17Networks_RH_Limbic_OFC_1
313,Schaefer2018_17Networks_RH_Limbic_OFC_2,9,LimbicB,314,17Networks_RH_LimbicB_OFC_2,22,22,-20,rh_17Networks_RH_LimbicB_OFC_2,LimbicB_OFC_2,X17Networks_RH_LimbicB_OFC_2,,,,314,Schaefer2018_17Networks_RH_Limbic_OFC_2
314,Schaefer2018_17Networks_RH_Limbic_OFC_3,10,LimbicB,315,17Networks_RH_LimbicB_OFC_3,8,46,-24,rh_17Networks_RH_LimbicB_OFC_3,LimbicB_OFC_3,X17Networks_RH_LimbicB_OFC_3,,,,315,Schaefer2018_17Networks_RH_Limbic_OFC_3
315,Schaefer2018_17Networks_RH_Limbic_OFC_4,10,LimbicB,316,17Networks_RH_LimbicB_OFC_4,20,42,-18,rh_17Networks_RH_LimbicB_OFC_4,LimbicB_OFC_4,X17Networks_RH_LimbicB_OFC_4,,,,316,Schaefer2018_17Networks_RH_Limbic_OFC_4
316,Schaefer2018_17Networks_RH_Limbic_OFC_5,10,LimbicB,317,17Networks_RH_LimbicB_OFC_5,4,22,-20,rh_17Networks_RH_LimbicB_OFC_5,LimbicB_OFC_5,X17Networks_RH_LimbicB_OFC_5,,,,317,Schaefer2018_17Networks_RH_Limbic_OFC_5
317,Schaefer2018_17Networks_RH_Limbic_OFC_6,10,LimbicB,318,17Networks_RH_LimbicB_OFC_6,10,62,-14,rh_17Networks_RH_LimbicB_OFC_6,LimbicB_OFC_6,X17Networks_RH_LimbicB_OFC_6,,,,318,Schaefer2018_17Networks_RH_Limbic_OFC_6
318,Schaefer2018_17Networks_RH_Limbic_TempPole_1,10,LimbicA,319,17Networks_RH_LimbicA_TempPole_1,28,-2,-40,rh_17Networks_RH_LimbicA_TempPole_1,LimbicA_TempPole_1,X17Networks_RH_LimbicA_TempPole_1,,,,319,Schaefer2018_17Networks_RH_Limbic_TempPole_1
319,Schaefer2018_17Networks_RH_Limbic_TempPole_2,10,LimbicA,320,17Networks_RH_LimbicA_TempPole_2,48,-6,-40,rh_17Networks_RH_LimbicA_TempPole_2,LimbicA_TempPole_2,X17Networks_RH_LimbicA_TempPole_2,,,,320,Schaefer2018_17Networks_RH_Limbic_TempPole_2
320,Schaefer2018_17Networks_RH_Limbic_TempPole_3,11,LimbicA,321,17Networks_RH_LimbicA_TempPole_3,36,18,-38,rh_17Networks_RH_LimbicA_TempPole_3,LimbicA_TempPole_3,X17Networks_RH_LimbicA_TempPole_3,,,,321,Schaefer2018_17Networks_RH_Limbic_TempPole_3
321,Schaefer2018_17Networks_RH_Limbic_TempPole_4,11,LimbicA,322,17Networks_RH_LimbicA_TempPole_4,40,-14,-32,rh_17Networks_RH_LimbicA_TempPole_4,LimbicA_TempPole_4,X17Networks_RH_LimbicA_TempPole_4,,,,322,Schaefer2018_17Networks_RH_Limbic_TempPole_4
322,Schaefer2018_17Networks_RH_Limbic_TempPole_5,11,LimbicA,323,17Networks_RH_LimbicA_TempPole_5,28,12,-30,rh_17Networks_RH_LimbicA_TempPole_5,LimbicA_TempPole_5,X17Networks_RH_LimbicA_TempPole_5,,,,323,Schaefer2018_17Networks_RH_Limbic_TempPole_5
323,Schaefer2018_17Networks_RH_Limbic_TempPole_6,11,LimbicA,324,17Networks_RH_LimbicA_TempPole_6,50,-28,-26,rh_17Networks_RH_LimbicA_TempPole_6,LimbicA_TempPole_6,X17Networks_RH_LimbicA_TempPole_6,,,,324,Schaefer2018_17Networks_RH_Limbic_TempPole_6
324,Schaefer2018_17Networks_RH_ContA_IPS_1,11,ContA,325,17Networks_RH_ContA_IPS_1,36,-70,46,rh_17Networks_RH_ContA_IPS_1,ContA_IPS_1,X17Networks_RH_ContA_IPS_1,,,,325,Schaefer2018_17Networks_RH_ContA_IPS_1
325,Schaefer2018_17Networks_RH_ContA_IPS_2,11,ContA,326,17Networks_RH_ContA_IPS_2,54,-32,52,rh_17Networks_RH_ContA_IPS_2,ContA_IPS_2,X17Networks_RH_ContA_IPS_2,,,,326,Schaefer2018_17Networks_RH_ContA_IPS_2
326,Schaefer2018_17Networks_RH_ContA_IPS_3,11,ContA,327,17Networks_RH_ContA_IPS_3,46,-44,46,rh_17Networks_RH_ContA_IPS_3,ContA_IPS_3,X17Networks_RH_ContA_IPS_3,,,,327,Schaefer2018_17Networks_RH_ContA_IPS_3
327,Schaefer2018_17Networks_RH_ContA_IPS_4,11,ContA,328,17Networks_RH_ContA_IPS_4,36,-44,44,rh_17Networks_RH_ContA_IPS_4,ContA_IPS_4,X17Networks_RH_ContA_IPS_4,,,,328,Schaefer2018_17Networks_RH_ContA_IPS_4
328,Schaefer2018_17Networks_RH_ContA_PFCd_1,11,ContA,329,17Networks_RH_ContA_PFCd_1,24,10,58,rh_17Networks_RH_ContA_PFCd_1,ContA_PFCd_1,X17Networks_RH_ContA_PFCd_1,,,,329,Schaefer2018_17Networks_RH_ContA_PFCd_1
329,Schaefer2018_17Networks_RH_ContA_PFCl_1,11,ContA,330,17Networks_RH_ContA_PFCl_1,50,30,18,rh_17Networks_RH_ContA_PFCl_1,ContA_PFCl_1,X17Networks_RH_ContA_PFCl_1,,,,330,Schaefer2018_17Networks_RH_ContA_PFCl_1
330,Schaefer2018_17Networks_RH_ContA_PFCl_2,11,ContA,331,17Networks_RH_ContA_PFCl_2,48,18,24,rh_17Networks_RH_ContA_PFCl_2,ContA_PFCl_2,X17Networks_RH_ContA_PFCl_2,,,,331,Schaefer2018_17Networks_RH_ContA_PFCl_2
331,Schaefer2018_17Networks_RH_ContA_PFCl_3,11,ContA,332,17Networks_RH_ContA_PFCl_3,48,28,28,rh_17Networks_RH_ContA_PFCl_3,ContA_PFCl_3,X17Networks_RH_ContA_PFCl_3,,,,332,Schaefer2018_17Networks_RH_ContA_PFCl_3
332,Schaefer2018_17Networks_RH_ContA_PFCl_4,11,ContA,333,17Networks_RH_ContA_PFCl_4,48,8,24,rh_17Networks_RH_ContA_PFCl_4,ContA_PFCl_4,X17Networks_RH_ContA_PFCl_4,,,,333,Schaefer2018_17Networks_RH_ContA_PFCl_4
333,Schaefer2018_17Networks_RH_ContA_PFCl_5,12,ContA,334,17Networks_RH_ContA_PFCl_5,38,10,34,rh_17Networks_RH_ContA_PFCl_5,ContA_PFCl_5,X17Networks_RH_ContA_PFCl_5,,,,334,Schaefer2018_17Networks_RH_ContA_PFCl_5
334,Schaefer2018_17Networks_RH_ContA_Cinga_1,12,ContA,335,17Networks_RH_ContA_Cingm_1,4,2,30,rh_17Networks_RH_ContA_Cingm_1,ContA_Cingm_1,X17Networks_RH_ContA_Cingm_1,,,,335,Schaefer2018_17Networks_RH_ContA_Cinga_1
